,location,total_sqft,bath,price,BHK
2765,Hebbal,1299.0,2.0,100.0,2
2766,Hebbal,1200.0,2.0,60.0,2
2767,Hebbal,1645.0,3.0,117.0,3
2768,Hebbal,1390.0,2.0,95.0,2
2769,Hebbal,1333.0,2.0,100.0,2
2771,Hebbal,2650.0,4.0,199.0,3
2772,Hebbal,1800.0,3.0,140.0,3
2774,Hebbal,2470.0,4.0,203.0,4
2775,Hebbal,1255.0,2.0,95.0,3
2776,Hebbal,1333.0,2.0,104.0,2
2777,Hebbal,1645.0,3.0,117.0,3
2778,Hebbal,2600.0,3.0,199.0,3
2779,Hebbal,1345.0,2.0,97.0,2
2781,Hebbal,985.0,2.0,62.0,2
2782,Hebbal,1320.0,2.0,91.0,2
2783,Hebbal,2388.0,3.0,195.0,3
2784,Hebbal,1040.0,2.0,55.0,2
2786,Hebbal,2600.0,3.0,195.0,3
2787,Hebbal,2630.0,5.0,188.0,4
2789,Hebbal,1645.0,3.0,113.0,3
2791,Hebbal,1420.0,2.0,99.39,2
2793,Hebbal,3520.0,5.0,320.0,3
2794,Hebbal,1162.0,2.0,69.0,2
2795,Hebbal,1100.0,2.0,60.0,2
2796,Hebbal,4235.0,5.0,364.0,4
2797,Hebbal,1299.0,2.0,97.0,2
2799,Hebbal,2470.0,5.0,192.0,4
2800,Hebbal,1645.0,3.0,117.0,3
2801,Hebbal,1920.0,3.0,134.0,3
2802,Hebbal,3520.0,5.0,240.0,3
2803,Hebbal,1920.0,3.0,150.0,3
2804,Hebbal,2375.0,4.0,189.0,4
2805,Hebbal,1420.0,2.0,99.26,2
2806,Hebbal,1252.0,2.0,92.0,2
2808,Hebbal,1162.0,2.0,59.0,2
2809,Hebbal,1294.0,2.0,115.0,2
2810,Hebbal,4225.0,6.0,359.0,4
2811,Hebbal,1150.0,2.0,57.0,2
2812,Hebbal,1740.0,2.0,137.0,3
2814,Hebbal,1662.0,3.0,155.0,3
2815,Hebbal,2250.0,3.0,219.0,3
2816,Hebbal,1349.0,2.0,98.0,2
2817,Hebbal,4000.0,6.0,370.0,4
2818,Hebbal,1349.0,2.0,96.8,2
2819,Hebbal Kempapura,1700.0,3.0,155.0,3
2820,Hebbal Kempapura,1800.0,3.0,175.0,3
2821,Hebbal Kempapura,2900.0,4.0,300.0,3
2822,Hebbal Kempapura,3522.0,3.0,380.0,3
2823,Hebbal Kempapura,2280.0,5.0,200.0,5
2824,Hebbal Kempapura,1200.0,2.0,125.0,2
2825,Hebbal Kempapura,2900.0,4.0,240.0,3
2827,Hebbal Kempapura,1300.0,2.0,102.0,2
2828,Hebbal Kempapura,1466.0,2.0,140.0,3
2830,Hebbal Kempapura,1725.0,2.0,165.0,3
2831,Hebbal Kempapura,1200.0,3.0,125.0,3
2832,Hebbal Kempapura,3408.0,3.0,260.0,3
2833,Hebbal Kempapura,1485.0,3.0,132.0,2
2834,Hebbal Kempapura,1400.0,2.0,108.0,2
2835,Hebbal Kempapura,1800.0,3.0,150.0,3
2836,Hebbal Kempapura,2400.0,5.0,200.0,5
2837,Hebbal Kempapura,2800.0,5.0,220.0,5
2838,Hebbal Kempapura,1785.0,3.0,165.0,3
2839,Hebbal Kempapura,3729.0,4.0,384.0,4
2840,Hebbal Kempapura,1600.0,3.0,170.0,3
2841,Hebbal Kempapura,1730.0,3.0,175.0,3
2843,Hegde Nagar,1569.0,3.0,101.0,3
2844,Hegde Nagar,3000.0,7.0,210.0,6
2845,Hegde Nagar,2026.0,3.0,132.0,3
2846,Hegde Nagar,1801.0,3.0,115.0,3
2847,Hegde Nagar,1050.0,1.0,56.0,2
2848,Hegde Nagar,1341.0,2.0,97.0,2
2849,Hegde Nagar,2112.95,4.0,145.0,3
2850,Hegde Nagar,1200.0,4.0,83.0,4
2851,Hegde Nagar,1703.0,3.0,113.0,3
2852,Hegde Nagar,1570.0,3.0,105.0,3
2853,Hegde Nagar,1801.0,3.0,140.0,3
2854,Hegde Nagar,1584.01,3.0,103.0,3
2855,Hegde Nagar,1965.0,4.0,125.0,3
2856,Hegde Nagar,1200.0,2.0,75.0,2
2857,Hegde Nagar,1847.0,3.0,135.0,3
2858,Hegde Nagar,1965.0,4.0,132.0,3
2859,Hegde Nagar,1703.0,3.0,125.0,3
2860,Hegde Nagar,1847.0,3.0,125.0,3
2861,Hegde Nagar,2144.6,4.0,145.0,3
2862,Hegde Nagar,1718.0,3.0,119.0,3
2863,Hegde Nagar,1847.0,3.0,123.0,3
2864,Hegde Nagar,1340.0,2.0,72.0,2
2865,Hegde Nagar,2087.01,3.0,115.0,3
2866,Hegde Nagar,1703.0,3.0,130.0,3
2867,Hegde Nagar,2087.01,4.0,135.0,3
2868,Hegde Nagar,1718.0,3.0,130.0,3
2869,Hegde Nagar,1884.0,4.0,118.0,3
2870,Hegde Nagar,1930.0,4.0,122.0,3
2871,Hegde Nagar,1584.01,3.0,104.0,3
2872,Hegde Nagar,1168.0,2.0,68.0,3
2873,Hegde Nagar,2162.03,4.0,129.0,3
2874,Hegde Nagar,2087.01,4.0,160.0,3
2875,Hegde Nagar,1000.0,2.0,66.0,2
2876,Hegde Nagar,1348.0,2.0,80.5,3
2877,Hennur,1075.0,2.0,52.0,2
2878,Hennur,1255.0,2.0,52.32,2
2879,Hennur,1225.0,2.0,57.0,2
2880,Hennur,1255.0,2.0,57.5,2
2881,Hennur,1259.0,2.0,57.0,2
2882,Hennur,1255.0,2.0,53.5,2
2883,Hennur,1285.0,2.0,60.0,2
2884,Hennur,1285.0,2.0,60.0,2
2885,Hennur,1100.0,2.0,60.0,2
2886,Hennur,1231.0,2.0,48.0,2
2887,Hennur,1255.0,2.0,58.0,2
2888,Hennur,1040.0,2.0,42.12,2
2889,Hennur,1255.0,2.0,54.5,2
2890,Hennur,1041.0,2.0,40.6,2
2892,Hennur,1255.0,2.0,55.5,2
2894,Hennur,1231.0,2.0,50.0,2
2895,Hennur,2500.0,5.0,125.0,5
2896,Hennur,1160.0,2.0,49.0,2
2897,Hennur,2400.0,3.0,135.0,3
2898,Hennur,1255.0,2.0,53.5,2
2899,Hennur,1255.0,2.0,55.5,2
2900,Hennur,1100.0,2.0,44.55,2
2901,Hennur,1255.0,2.0,57.5,2
2902,Hennur,960.0,2.0,48.0,2
2903,Hennur,1020.0,2.0,48.0,2
2904,Hennur,1255.0,2.0,52.32,2
2905,Hennur,1295.0,2.0,64.0,2
2906,Hennur,1935.0,3.0,102.0,3
2908,Hennur,1345.0,2.0,69.0,3
2909,Hennur,1255.0,2.0,58.0,2
2910,Hennur,1420.0,2.0,62.0,2
2911,Hennur,1155.0,2.0,54.5,2
2912,Hennur,1255.0,2.0,52.32,2
2913,Hennur,1255.0,2.0,52.35,2
2916,Hennur,1255.0,2.0,54.5,2
2917,Hennur,1830.0,2.0,113.0,3
2918,Hennur,1830.5,3.0,84.205,3
2919,Hennur,1255.0,2.0,55.5,2
2920,Hennur,1255.0,2.0,53.57,2
2921,Hennur,1255.0,2.0,56.5,2
2922,Hennur,1050.0,2.0,42.73,2
2923,Hennur,1295.0,2.0,62.0,2
2924,Hennur Road,2089.0,3.0,140.0,3
2925,Hennur Road,3203.5,2.0,224.5,4
2926,Hennur Road,5000.0,8.0,250.0,8
2927,Hennur Road,1385.0,2.0,83.09,2
2928,Hennur Road,1317.5,2.0,63.77,2
2930,Hennur Road,2264.0,3.0,159.0,3
2931,Hennur Road,1157.0,2.0,84.0,2
2932,Hennur Road,1904.0,3.0,120.0,3
2933,Hennur Road,1891.0,3.0,109.0,3
2934,Hennur Road,1561.0,3.0,95.0,3
2936,Hennur Road,2060.0,3.0,149.0,3
2937,Hennur Road,1482.0,2.0,92.0,3
2938,Hennur Road,1232.0,2.0,89.0,2
2939,Hennur Road,1065.0,2.0,42.6,2
2941,Hennur Road,1482.0,2.0,87.0,3
2942,Hennur Road,1891.0,3.0,139.0,3
2943,Hennur Road,1703.0,3.0,101.0,3
2944,Hennur Road,1232.0,2.0,69.61,2
2945,Hennur Road,987.0,2.0,49.0,2
2947,Hennur Road,2160.0,3.0,160.0,3
2949,Hennur Road,1680.0,3.0,99.27,3
2950,Hennur Road,1065.0,2.0,42.6,2
2951,Hennur Road,1385.0,2.0,83.09,2
2953,Hennur Road,2350.0,3.0,174.0,3
2954,Hennur Road,1586.0,3.0,93.94,3
2955,Hennur Road,1975.0,3.0,123.0,3
2957,Hennur Road,1290.0,2.0,94.5,3
2958,Hennur Road,901.0,2.0,49.5,2
2959,Hennur Road,1445.0,3.0,86.56,3
2960,Hennur Road,1482.0,2.0,97.0,3
2961,Hennur Road,1182.0,2.0,82.5,2
2963,Hennur Road,1036.0,2.0,59.46,2
2964,Hennur Road,1891.0,3.0,109.0,3
2965,Hennur Road,1232.0,2.0,69.61,2
2967,Hennur Road,2320.0,3.0,170.0,3
2968,Hennur Road,1936.0,3.0,118.0,3
2969,Hennur Road,1480.0,2.0,65.0,2
2970,Hennur Road,1590.0,3.0,96.5,3
2971,Hennur Road,1445.0,2.0,105.0,3
2972,Hennur Road,1036.0,2.0,59.45,2
2973,Hennur Road,1832.0,3.0,125.0,3
2974,Hennur Road,1359.0,2.0,104.0,2
2975,Hennur Road,1341.0,2.0,75.76,2
2976,Hennur Road,1040.0,2.0,50.0,2
2978,Hennur Road,1414.0,2.0,84.18,2
2979,Hennur Road,1949.0,3.0,133.0,3
2980,Hennur Road,1232.0,2.0,89.0,2
2981,Hennur Road,1250.0,2.0,77.88,3
2982,Hennur Road,2502.0,4.0,180.0,4
2983,Hennur Road,1831.0,3.0,110.0,3
2984,Hennur Road,1232.0,2.0,87.0,2
2985,Hennur Road,1232.0,2.0,74.0,2
2986,Hennur Road,1232.0,2.0,66.0,2
2987,Hennur Road,1341.0,2.0,95.0,2
2989,Hennur Road,1232.0,2.0,88.0,2
2990,Hennur Road,2365.0,4.0,175.0,3
2991,Hennur Road,1310.0,2.0,66.0,2
2993,Hennur Road,1015.0,2.0,50.0,2
2995,Hennur Road,2264.0,3.0,168.0,3
2996,Hennur Road,2002.0,3.0,120.0,3
2997,Hennur Road,1232.0,2.0,69.6,2
2998,Hennur Road,1195.0,2.0,73.0,2
2999,Hennur Road,1020.0,2.0,47.0,2
3000,Hennur Road,5100.0,6.0,375.0,5
3001,Hennur Road,1061.0,2.0,54.92,2
3003,Hennur Road,1020.0,2.0,45.0,2
3004,Hennur Road,2041.0,3.0,128.0,3
3005,Hennur Road,1232.0,2.0,87.0,2
3006,Hennur Road,1066.0,2.0,52.23,2
3007,Hennur Road,973.0,2.0,56.0,2
3008,Hennur Road,1255.0,2.0,84.0,2
3009,Hennur Road,1232.0,2.0,83.0,2
3010,Hennur Road,1832.0,3.0,116.0,3
3011,Hennur Road,2050.0,3.0,120.0,3
3012,Hennur Road,1445.0,2.0,86.69,3
3013,Hennur Road,1445.0,2.0,83.0,3
3016,Hennur Road,1654.0,3.0,97.8,3
3017,Hennur Road,1480.0,3.0,100.0,3
3018,Hennur Road,1450.0,3.0,88.6,3
3019,Hennur Road,1155.0,2.0,69.18,2
3020,Hennur Road,1053.0,2.0,53.0,2
3021,Hennur Road,1195.0,2.0,59.0,2
3022,Hennur Road,1904.0,3.0,129.0,3
3023,Hennur Road,1981.0,3.0,134.0,3
3024,Hennur Road,1155.0,2.0,69.18,2
3026,Hennur Road,1590.0,3.0,105.0,3
3027,Hennur Road,2041.0,3.0,138.0,3
3028,Hennur Road,1100.0,2.0,78.0,3
3029,Hennur Road,1880.0,4.0,154.0,4
3030,Hennur Road,1232.0,2.0,69.61,2
3031,Hennur Road,1748.0,3.0,103.0,3
3032,Hennur Road,1460.0,2.0,80.3,2
3034,Hennur Road,1933.0,3.0,140.0,3
3035,Hennur Road,1030.0,2.0,46.5,2
3036,Hennur Road,1232.0,2.0,69.61,2
3038,Hennur Road,1445.0,2.0,89.56,3
3039,Hennur Road,973.0,2.0,50.74,2
3041,Hennur Road,1305.0,2.0,77.0,3
3043,Hennur Road,1165.0,2.0,67.0,2
3044,Hennur Road,980.0,2.0,51.0,2
3045,Hennur Road,1232.0,2.0,80.0,2
3046,Hennur Road,1085.0,2.0,43.4,2
3047,Hennur Road,950.0,2.0,55.0,2
3048,Hennur Road,1140.0,2.0,56.0,2
3049,Hennur Road,1891.0,3.0,110.0,3
3052,Hennur Road,1165.0,2.0,52.0,2
3053,Hennur Road,1450.0,2.0,80.0,2
3054,Hennur Road,1155.0,2.0,69.18,2
3055,Hennur Road,1936.0,3.0,131.0,3
3056,Hoodi,985.0,2.0,67.0,2
3059,Hoodi,1425.0,2.0,80.0,2
3060,Hoodi,1420.0,2.0,75.0,2
3061,Hoodi,1639.0,3.0,110.0,3
3063,Hoodi,1639.0,3.0,98.32,3
3067,Hoodi,1026.0,2.0,60.87,2
3068,Hoodi,1050.0,2.0,50.0,2
3069,Hoodi,1400.0,2.0,78.0,2
3070,Hoodi,2400.0,5.0,160.0,5
3071,Hoodi,1196.0,2.0,71.74,2
3073,Hoodi,1500.0,2.0,84.0,2
3074,Hoodi,1055.0,2.0,57.63,2
3075,Hoodi,1925.0,2.0,114.0,3
3076,Hoodi,1400.0,2.0,82.0,2
3078,Hoodi,706.0,1.0,48.24,1
3079,Hoodi,1257.0,2.0,69.0,2
3080,Hoodi,1132.0,2.0,67.9,2
3081,Hoodi,1925.0,3.0,110.0,3
3083,Hoodi,1257.0,2.0,71.03,2
3084,Hoodi,1305.0,2.0,75.0,2
3086,Hoodi,1240.0,2.0,65.0,2
3088,Hoodi,1108.0,2.0,74.23,2
3089,Hoodi,1257.0,2.0,68.5,2
3090,Hoodi,1000.0,2.0,48.0,2
3091,Hoodi,1063.0,2.0,61.17,2
3092,Hoodi,1259.0,2.0,69.45,2
3093,Hoodi,711.0,1.0,42.65,1
3095,Hoodi,863.0,1.0,40.55,1
3096,Hoodi,1715.0,2.0,100.0,3
3098,Hoodi,1447.0,3.0,76.0,2
3099,Hoodi,2144.0,3.0,140.0,3
3100,Hoodi,1108.0,2.0,66.46,2
3102,Hoodi,1837.0,3.0,110.0,3
3103,Hoodi,1660.0,3.0,125.0,3
3104,Hoodi,3385.0,4.0,220.0,4
3106,Hoodi,1181.0,2.0,55.0,2
3107,Hoodi,1490.0,3.0,85.0,3
3108,Hoodi,1258.5,2.0,59.135,2
3109,Horamavu Agara,1200.0,2.0,45.0,2
3110,Horamavu Agara,1560.0,3.0,75.0,3
3111,Horamavu Agara,755.0,2.0,37.49,2
3112,Horamavu Agara,982.0,2.0,47.65,2
3113,Horamavu Agara,1650.0,2.0,75.0,3
3114,Horamavu Agara,950.0,2.0,39.0,2
3115,Horamavu Agara,1756.0,3.0,92.0,3
3116,Horamavu Agara,1106.0,2.0,43.09,2
3117,Horamavu Agara,1079.0,2.0,41.0,2
3118,Horamavu Agara,1265.0,2.0,65.0,3
3119,Horamavu Agara,1060.0,2.0,37.0,2
3120,Horamavu Agara,1107.83,2.0,41.51,2
3121,Horamavu Agara,980.0,2.0,38.19,2
3122,Horamavu Agara,1250.0,3.0,65.0,3
3123,Horamavu Agara,1145.0,2.0,41.21,2
3124,Horamavu Agara,2400.0,3.0,80.0,5
3125,Horamavu Agara,1000.0,2.0,46.0,2
3126,Horamavu Agara,760.0,2.0,37.49,2
3127,Horamavu Agara,1150.0,2.0,42.0,2
3129,Horamavu Agara,750.0,2.0,37.49,2
3130,Horamavu Agara,625.0,1.0,27.0,1
3131,Horamavu Agara,1080.0,2.0,38.0,2
3132,Horamavu Agara,994.0,2.0,42.28,2
3133,Horamavu Agara,1107.83,2.0,41.51,2
3135,Horamavu Agara,1090.0,2.0,46.0,2
3136,Horamavu Agara,1400.0,3.0,63.0,3
3137,Horamavu Agara,1557.0,3.0,70.0,3
3138,Horamavu Agara,1058.0,2.0,47.0,2
3141,Horamavu Banaswadi,1460.0,2.0,80.5,2
3142,Horamavu Banaswadi,1156.0,2.0,46.0,2
3143,Horamavu Banaswadi,1180.0,2.0,58.0,2
3144,Horamavu Banaswadi,1307.0,2.0,51.6,2
3145,Horamavu Banaswadi,3800.0,8.0,200.0,6
3146,Horamavu Banaswadi,1357.0,2.0,54.0,2
3147,Horamavu Banaswadi,925.0,2.0,38.0,2
3148,Horamavu Banaswadi,1272.0,2.0,48.0,2
3149,Horamavu Banaswadi,1225.0,2.0,49.5,2
3150,Horamavu Banaswadi,1272.0,2.0,51.5,2
3151,Horamavu Banaswadi,1272.0,2.0,51.5,2
3152,Horamavu Banaswadi,1156.0,2.0,46.9,2
3153,Horamavu Banaswadi,1200.0,2.0,45.0,2
3154,Horamavu Banaswadi,1254.0,2.0,47.0,2
3155,Horamavu Banaswadi,1610.0,3.0,68.0,3
3156,Horamavu Banaswadi,1210.0,2.0,50.0,2
3157,Horamavu Banaswadi,1357.0,2.0,54.0,2
3158,Horamavu Banaswadi,1272.0,2.0,50.0,2
3159,Horamavu Banaswadi,1200.0,2.0,45.0,2
3160,Horamavu Banaswadi,1025.0,2.0,45.0,2
3161,Horamavu Banaswadi,1081.0,2.0,52.0,2
3162,Horamavu Banaswadi,1000.0,2.0,50.0,2
3163,Hormavu,1500.0,2.0,78.0,2
3164,Hormavu,1150.0,2.0,55.0,2
3166,Hormavu,1180.0,2.0,50.0,2
3167,Hormavu,1200.0,2.0,67.0,2
3168,Hormavu,1200.0,3.0,70.0,2
3169,Hormavu,1175.0,2.0,52.0,2
3170,Hormavu,1351.0,2.0,53.0,1
3171,Hormavu,1141.0,2.0,44.4,2
3172,Hormavu,1130.0,2.0,42.3,2
3174,Hormavu,1725.0,3.0,85.0,3
3175,Hormavu,1153.0,2.0,65.0,2
3176,Hormavu,1150.0,2.0,53.11,2
3177,Hormavu,1123.0,2.0,56.0,2
3178,Hormavu,1385.0,2.0,69.0,3
3180,Hormavu,1030.0,2.0,49.35,2
3181,Hormavu,1018.0,2.0,50.8,2
3182,Hormavu,1555.0,3.0,75.0,3
3183,Hormavu,1143.0,2.0,53.0,2
3184,Hormavu,1100.0,2.0,38.0,2
3185,Hormavu,1000.0,2.0,50.0,2
3186,Hormavu,1200.0,2.0,68.0,2
3188,Hormavu,1200.0,2.0,68.0,2
3189,Hormavu,765.0,2.0,37.49,2
3191,Hormavu,1081.5,2.0,38.665,2
3192,Hormavu,1250.0,2.0,60.0,2
3193,Hormavu,965.0,2.0,37.15,2
3194,Hormavu,583.0,1.0,28.275,1
3195,Hormavu,1129.0,2.0,44.0,2
3196,Hormavu,1385.0,2.0,69.25,3
3197,Hormavu,1165.0,2.0,40.0,2
3198,Hormavu,1065.0,2.0,50.92,2
3199,Hormavu,1046.0,2.0,60.0,2
3200,Hormavu,1400.0,2.0,75.0,2
3201,Hormavu,1365.0,2.0,65.0,3
3202,Hormavu,1196.0,2.0,44.8,2
3203,Hormavu,1263.0,2.0,47.36,2
3204,Hormavu,1015.0,2.0,39.08,2
3206,Hormavu,1200.0,2.0,73.0,2
3207,Hormavu,1250.0,2.0,65.0,2
3209,Hormavu,1075.0,2.0,53.7,2
3210,Hormavu,980.0,2.0,42.0,2
3211,Hormavu,1075.0,2.0,53.7,2
3212,Hormavu,2282.0,4.0,115.0,4
3213,Hormavu,1206.0,2.0,55.0,2
3214,Hormavu,1310.0,2.0,67.0,2
3215,Hormavu,1310.0,2.0,60.0,2
3216,Hormavu,1020.0,2.0,45.75,2
3217,Hormavu,1210.0,2.0,69.0,2
3218,Hosa Road,1652.0,3.0,85.0,3
3220,Hosa Road,1161.0,2.0,55.15,2
3222,Hosa Road,1161.0,2.0,55.15,2
3223,Hosa Road,1365.0,2.0,92.0,2
3224,Hosa Road,1243.0,2.0,48.5,2
3226,Hosa Road,1332.0,2.0,86.12,3
3227,Hosa Road,615.0,1.0,28.29,1
3228,Hosa Road,1318.0,2.0,85.28,3
3229,Hosa Road,1133.0,2.0,52.0,2
3230,Hosa Road,1016.0,2.0,40.0,2
3231,Hosa Road,972.0,2.0,40.0,2
3232,Hosa Road,1161.0,2.0,55.15,2
3233,Hosa Road,1532.0,3.0,98.13,3
3234,Hosa Road,1680.0,3.0,101.0,3
3235,Hosa Road,880.0,2.0,50.0,2
3236,Hosa Road,1533.0,3.0,98.18,3
3237,Hosa Road,1040.0,2.0,68.59,2
3238,Hosa Road,1040.0,2.0,61.0,2
3240,Hosa Road,1245.0,2.0,62.0,2
3241,Hosa Road,1311.0,2.0,84.86,3
3242,Hosa Road,800.0,1.0,39.99,1
3244,Hosa Road,1364.0,2.0,64.79,2
3245,Hosa Road,1016.0,2.0,45.0,2
3247,Hosa Road,1360.0,2.0,77.61,2
3248,Hosa Road,1170.0,2.0,65.0,2
3249,Hosa Road,1161.0,2.0,55.15,2
3250,Hosa Road,1470.0,2.0,84.22,3
3252,Hosa Road,1161.0,2.0,48.75,2
3254,Hosa Road,1016.0,2.0,39.95,2
3255,Hosakerehalli,2378.0,3.0,262.0,3
3256,Hosakerehalli,2376.0,3.0,203.0,3
3257,Hosakerehalli,3205.0,5.0,380.0,4
3259,Hosakerehalli,3024.0,5.0,350.0,4
3260,Hosakerehalli,2400.0,5.0,250.0,5
3261,Hosakerehalli,1817.0,4.0,153.0,3
3262,Hosakerehalli,1304.0,2.0,100.0,2
3263,Hosakerehalli,2480.0,3.0,245.0,3
3264,Hosakerehalli,925.0,2.0,46.5,2
3265,Hosakerehalli,2480.0,4.0,260.0,3
3266,Hosakerehalli,1596.0,3.0,79.8,3
3267,Hosakerehalli,1200.0,2.0,100.0,3
3268,Hosakerehalli,3205.0,4.0,300.0,4
3269,Hosakerehalli,3033.0,4.0,326.0,4
3270,Hosakerehalli,600.0,2.0,65.0,2
3271,Hosakerehalli,2480.0,4.0,265.0,3
3272,Hosakerehalli,925.0,2.0,46.25,2
3273,Hosakerehalli,2376.0,3.0,240.0,3
3274,Hosakerehalli,1500.0,6.0,145.0,5
3275,Hoskote,1250.0,3.0,50.0,3
3276,Hoskote,1225.0,3.0,40.0,3
3277,Hoskote,1740.0,3.0,60.0,3
3278,Hoskote,1170.0,2.0,45.0,2
3280,Hoskote,1200.0,3.0,57.0,3
3281,Hoskote,1069.0,2.0,38.0,3
3282,Hoskote,1095.0,2.0,33.6,2
3284,Hoskote,1065.0,2.0,31.5,2
3285,Hoskote,1395.0,2.0,63.0,3
3286,Hoskote,1065.0,2.0,28.5,2
3287,Hoskote,945.0,2.0,35.0,2
3288,Hoskote,1003.5,2.0,28.095,2
3289,Hoskote,1065.0,2.0,33.75,2
3290,Hoskote,509.0,1.0,23.0,1
3291,Hosur Road,1656.0,2.0,120.0,2
3292,Hosur Road,1194.0,2.0,69.0,2
3295,Hosur Road,3300.0,5.0,240.0,5
3296,Hosur Road,1510.0,2.0,105.0,3
3297,Hosur Road,1427.0,2.0,80.63,3
3298,Hosur Road,1508.0,2.0,110.0,3
3299,Hosur Road,460.0,1.0,21.0,1
3301,Hosur Road,1179.0,2.0,49.0,2
3302,Hosur Road,950.0,2.0,60.0,2
3303,Hosur Road,1194.0,2.0,71.64,2
3304,Hosur Road,1766.0,3.0,130.0,3
3305,Hosur Road,1689.0,3.0,103.0,3
3306,Hosur Road,3600.0,5.0,180.0,5
3307,Hosur Road,1170.0,2.0,48.0,2
3308,Hosur Road,1250.0,2.0,55.0,2
3309,Hosur Road,1689.0,3.0,103.0,3
3311,Hosur Road,2000.0,4.0,130.0,4
3312,Hosur Road,1250.0,2.0,65.0,2
3313,Hosur Road,1689.0,3.0,103.0,3
3316,Hosur Road,1223.0,2.0,93.0,2
3318,Hosur Road,1919.0,3.0,117.0,3
3319,Hulimavu,1125.0,2.0,50.0,2
3320,Hulimavu,1242.0,2.0,51.0,2
3322,Hulimavu,1823.0,3.0,100.0,3
3323,Hulimavu,1300.0,2.0,36.0,2
3324,Hulimavu,1080.0,2.0,43.2,2
3325,Hulimavu,1100.0,2.0,71.5,2
3327,Hulimavu,688.0,1.0,50.0,1
3328,Hulimavu,1255.0,2.0,73.0,2
3329,Hulimavu,1200.0,4.0,75.0,4
3330,Hulimavu,1058.0,2.0,48.0,2
3331,Hulimavu,1375.0,2.0,80.0,2
3332,Hulimavu,1248.0,2.0,69.0,2
3333,Hulimavu,1818.0,3.0,135.0,3
3334,Hulimavu,1225.0,2.0,55.0,2
3335,Hulimavu,1255.0,2.0,74.0,2
3336,Hulimavu,1175.0,2.0,45.0,2
3337,Hulimavu,1255.0,2.0,69.0,2
3338,Hulimavu,1255.0,2.0,66.0,2
3339,Hulimavu,3035.0,5.0,271.0,3
3340,Hulimavu,3035.0,5.0,220.0,3
3341,Hulimavu,1127.0,2.0,65.0,2
3342,Hulimavu,1200.0,2.0,50.0,2
3344,Hulimavu,1200.0,2.0,75.0,2
3345,Hulimavu,1430.0,2.0,90.0,3
3346,Hulimavu,850.0,1.0,39.5,2
3347,Hulimavu,1000.0,2.0,45.0,2
3350,Hulimavu,3560.0,5.0,318.0,4
3351,Hulimavu,1011.0,2.0,38.0,2
3352,Hulimavu,1276.0,2.0,76.0,2
3353,Hulimavu,1500.0,2.0,90.0,2
3354,Hulimavu,1315.0,2.0,60.48,2
3355,Hulimavu,1021.0,2.0,76.0,2
3356,Hulimavu,581.0,1.0,29.0,1
3357,Hulimavu,935.0,2.0,45.0,2
3358,Hulimavu,1050.0,2.0,125.0,2
3360,Hulimavu,1200.0,4.0,75.0,4
3361,Hulimavu,1260.0,2.0,82.0,3
3362,Hulimavu,450.0,1.0,20.0,1
3363,Hulimavu,1231.0,2.0,84.5,2
3364,Hulimavu,1916.0,2.0,150.0,3
3365,Hulimavu,1115.0,2.0,44.6,2
3366,Iblur Village,3235.0,3.0,235.0,3
3367,Iblur Village,3596.0,5.0,290.0,4
3368,Iblur Village,1920.0,3.0,130.0,3
3369,Iblur Village,1995.0,3.0,135.0,3
3370,Iblur Village,3596.0,5.0,282.0,4
3371,Iblur Village,1918.0,3.0,129.0,3
3373,Iblur Village,2100.0,4.0,145.0,3
3374,Iblur Village,1920.0,3.0,150.0,3
3375,Iblur Village,1920.0,3.0,130.0,3
3376,Iblur Village,1920.0,3.0,150.0,3
3377,Iblur Village,2000.0,4.0,138.0,3
3378,Iblur Village,3596.0,5.0,260.0,4
3379,Iblur Village,3596.0,5.0,279.0,4
3380,Iblur Village,2666.0,4.0,200.0,3
3381,Iblur Village,5384.0,5.0,420.0,5
3382,Iblur Village,3596.0,5.0,297.0,4
3383,Iblur Village,5515.0,6.0,425.0,5
3384,Iblur Village,1920.0,3.0,130.0,3
3385,Iblur Village,3596.0,4.0,268.0,4
3388,Indira Nagar,1200.0,2.0,93.0,2
3389,Indira Nagar,1128.0,2.0,105.0,2
3390,Indira Nagar,2800.0,3.0,330.0,3
3391,Indira Nagar,1650.0,3.0,200.0,3
3393,Indira Nagar,1210.0,2.0,102.0,2
3394,Indira Nagar,1224.0,2.0,105.0,2
3395,Indira Nagar,2070.0,3.0,225.0,3
3396,Indira Nagar,500.0,1.0,70.0,1
3397,Indira Nagar,1400.0,2.0,168.0,2
3398,Indira Nagar,2400.0,4.0,525.0,4
3400,Indira Nagar,1145.0,2.0,100.0,2
3401,Indira Nagar,1470.0,2.0,170.0,2
3402,Indira Nagar,2700.0,3.0,324.0,3
3403,Indira Nagar,850.0,1.0,57.0,1
3404,Indira Nagar,3250.0,8.0,600.0,8
3405,Indira Nagar,2601.0,4.0,312.0,3
3406,Indira Nagar,1260.0,2.0,100.0,2
3407,Indira Nagar,1740.0,3.0,191.0,3
3408,Indira Nagar,1650.0,3.0,220.0,3
3411,Indira Nagar,1440.0,3.0,275.0,3
3412,Indira Nagar,1475.0,2.0,171.0,2
3413,Indira Nagar,3200.0,4.0,440.0,4
3414,Indira Nagar,4000.0,4.0,700.0,4
3415,Indira Nagar,850.0,1.0,60.0,1
3416,Indira Nagar,2400.0,4.0,405.0,4
